GEOID20,District
42101000615,10
42101004405,10
42101003418,10
42101004419,10
42101003407,10
42101003442,10
42101000405,10
42101004402,10
42101003414,10
42101003412,10
42101003433,10
42101003439,10
42101005221,10
42101003437,10
42101003434,10
42101003419,10
42101003432,10
42101003435,10
42101000418,10
42101003441,10
42101000411,10
42101003421,10
42101003422,10
42101000406,10
42101003408,10
42101003411,10
42101003415,10
42101000421,10
42101003430,10
42101003431,10
42101005210,10
42101005222,10
42101003424,10
42101003423,10
42101003425,10
42101005224,10
42101005218,10
42101005227,10
42101003809,10
42101002409,10
42101005220,10
42101005225,10
42101005223,10
42101005217,10
42101005226,10
42101005219,10
42101005213,10
42101005215,10
42101005205,10
42101005216,10
42101005212,10
42101002910,10
42101002806,10
42101001502,10
42101005206,10
42101003225,10
42101003223,10
42101002805,10
42101002917,10
42101003224,10
42101003227,10
42101002903,10
42101002912,10
42101003806,10
42101003230,10
42101005209,10
42101000852,10
42101002810,10
42101003231,10
42101002916,10
42101003210,10
42101003226,10
42101002811,10
42101005214,10
42101002911,10
42101002804,10
42101002802,10
42101002918,10
42101003221,10
42101001501,10
42101003222,10
42101003220,10
42101002812,10
42101003204,10
42101002809,10
42101001504,10
42101002915,10
42091001650,9
42101003219,10
42101001508,10
42101002913,10
42101002813,10
42101002914,10
42101001505,10
42101005208,10
42101005211,10
42101000837,10
42101002807,10
42101003203,10
42101002803,10
42101002816,10
42101003228,10
42101001506,10
42101001518,10
42101001514,10
42101002814,10
42101003218,10
42101003201,10
42101001517,10
42101001515,10
42101000829,10
42101000849,10
42101004714,10
42101003214,10
42101002901,10
42101002906,10
42101000836,10
42101003213,10
42101001507,10
42101000853,10
42101004706,10
42101003212,10
42101000830,10
42101004708,10
42101000825,10
42101001516,10
42101004710,10
42101001510,10
42101003211,10
42101004707,10
42101004704,10
42101001519,10
42101003209,10
42101000835,10
42101004709,10
42101004711,10
42101000838,10
42101002904,10
42101004705,10
42101003229,10
42101002902,10
42101001513,10
42101000817,10
42101002909,10
42101003202,10
42101002908,10
42101001512,10
42101003216,10
42101002907,10
42101001511,10
42101001509,10
42101004713,10
42101002905,10
42101003215,10
42101001503,10
42101003217,10
42101004701,10
42101003208,10
42101004702,10
42101001406,10
42101001083,10
42101001402,10
42101001087,10
42101001410,10
42101001404,10
42101002009,10
42101001403,10
42101001401,10
42101004703,10
42101001405,10
42101002006,10
42101003205,10
42101001409,10
42101001408,10
42101002023,10
42101002011,10
42101004712,10
42101001814,10
42101001082,10
42101001815,10
42101001089,10
42101001819,10
42101001407,10
42101001411,10
42101002004,10
42101001080,10
42101001081,10
42101000523,10
42101002002,10
42101000515,10
42101001084,10
42101000520,10
42101001818,10
42101001799,10
42101001816,10
42101001086,10
42101001822,10
42101001085,10
42101001807,10
42101001821,10
42101001820,10
42101002001,10
42101001803,10
42101002010,10
42101002008,10
42101002007,10
42101003207,10
42101002005,10
42101003206,10
42101001616,10
42101001602,10
42101001615,10
42101003702,10
42101003701,10
42101003703,10
42101001601,10
42101001606,10
42101003704,10
42101001609,10
42101001614,10
42101003705,10
42101001607,10
42101001611,10
42101001610,10
42101001603,10
42101001613,10
42101003707,10
42101003706,10
42101001617,10
42101001604,10
42101005207,10
42101005202,10
42101005203,10
42101005228,10
42101005204,10
42101003810,10
42101004314,10
42101001024,9
42101001014,9
42101004104,11
42101004511,11
42101006316,11
42101005016,9
42101005830,11
42101006622,11
42101002107,9
42101002144,9
42101006217,11
42101001901,10
42101004308,11
42101001324,11
42101006415,11
42101004919,11
42101005821,11
42101004512,11
42101006103,11
42101006318,11
42101004113,11
42101004214,11
42101003808,10
42101005904,11
42101004209,11
42101003301,11
42101000709,11
42101004215,11
42101002117,11
42101005811,11
42101001016,9
42101005828,11
42101005922,11
42101005911,11
42101006522,11
42101004126,11
42101005841,11
42101005714,11
42101004890,11
42101004912,11
42101002119,11
42101001701,11
42101003815,10
42101001115,10
42101004211,11
42101004207,11
42101003116,10
42101004901,11
42101001223,11
42101006633,11
42101003710,10
42101005804,11
42101005634,11
42101004124,11
42101001706,11
42101001703,11
42101001710,11
42101005529,11
42101005007,9
42101001723,11
42101006416,11
42101006121,9
42101005712,11
42101006313,11
42101006312,11
42101003803,10
42101003821,10
42101005633,11
42101001002,9
42101003708,10
42101001214,11
42101003505,11
42101001906,10
42101005402,11
42101001712,11
42101003811,11
42101004316,10
42101002321,11
42101005639,11
42101002127,11
42101003516,11
42101003118,10
42101006125,11
42101004514,11
42101002111,11
42101002133,9
42101005837,11
42101000706,11
42101006305,11
42101005004,9
42101002217,11
42101006310,11
42101005407,11
42101001320,11
42101001313,11
42101003512,11
42101006212,11
42101000910,9
42101001618,10
42101001120,10
42101005914,11
42101001205,11
42101005627,11
42101006215,11
42101003711,10
42101006405,11
42101006517,11
42101005831,11
42101006102,11
42101004524,11
42101005008,9
42101005006,9
42101005521,11
42101005527,11
42101002310,11
42101002518,11
42101004917,11
42101006320,11
42101002129,9
42101005609,11
42101003709,10
42101001713,11
42101001720,11
42101006601,11
42101006512,11
42101005010,9
42101003115,10
42101005624,11
42101000714,11
42101006104,11
42101005603,11
42101001805,10
42101001325,10
42101003110,10
42101001207,11
42101001321,11
42101001912,10
42101004508,11
42101004510,11
42101003108,10
42101005421,11
42101003323,11
42101006303,11
42101003101,10
42101001006,9
42101005923,11
42101005824,11
42101006640,11
42101006610,11
42101004212,11
42101000907,9
42101006201,11
42101005321,11
42101000707,11
42101004517,11
42101005818,11
42101004910,11
42101002305,11
42101005825,11
42101003514,11
42101003119,10
42101001911,10
42101005604,11
42101006117,11
42101001905,10
42101006641,11
42101005021,9
42101005918,11
42101003820,10
42101000718,11
42101002228,11
42101006626,11
42101002312,11
42101004504,11
42101006302,11
42101004518,11
42101001318,11
42101004513,11
42101001910,10
42101001215,11
42101001902,10
42101004904,11
42101002121,11
42101003520,11
42101003805,10
42101005925,11
42101006409,11
42101001310,11
42101005808,11
42101005823,11
42101006110,11
42101006112,11
42101003714,10
42101004505,11
42101000911,9
42101006203,11
42101005728,11
42101004515,11
42101003507,11
42101003802,10
42101003804,10
42101005617,11
42101001301,11
42101001118,10
42101005030,9
42101001029,9
42101004523,11
42101002113,9
42101004210,11
42101004506,11
42101002123,11
42101002120,11
42101003814,10
42101002132,9
42101002122,11
42101003117,10
42101002301,11
42101002137,11
42101002101,11
42101004502,11
42101006211,11
42101004106,11
42101001202,11
42101002109,9
42101002323,11
42101004114,11
42101006401,11
42101002306,11
42101005507,11
42101002505,11
42101004310,10
42101004309,10
42101003817,10
42101005011,9
42101004521,11
42101005419,11
42101001212,11
42101004224,11
42101004909,11
42101000906,9
42101001810,10
42101005607,11
42101006621,11
42101005317,11
42101003712,10
42101005718,11
42101000711,11
42101003114,10
42101003113,10
42101005611,11
42101005610,11
42101006204,11
42101004302,11
42101002307,11
42101006207,11
42101001102,10
42101001319,11
42101001808,10
42101005810,11
42101001017,9
42101003318,11
42101003107,10
42101005913,11
42101002108,9
42101001220,11
42101006615,11
42101006502,11
42101005515,11
42101000708,11
42101004895,11
42101000717,10
42101003515,11
42101005819,11
42101002207,11
42101005713,11
42101004109,11
42101003103,10
42101004222,11
42101002128,11
42101000704,11
42101005601,11
42101006323,11
42101006314,11
42101004914,11
42101006404,11
42101005635,11
42101005829,11
42101005024,9
42101006107,11
42101004313,10
42101005418,11
42101002513,10
42101005017,9
42101005002,9
42101006222,11
42101006209,11
42101001020,11
42101006509,11
42101005843,11
42101005303,11
42101006501,11
42101004507,11
42101006631,11
42101002225,9
42101002105,9
42101000903,9
42101005710,11
42101006311,11
42101001909,10
42101001104,10
42101003314,11
42101006515,11
42101006123,11
42101004525,11
42101005405,11
42101001714,11
42101001727,11
42101001117,10
42101001108,10
42101005511,11
42101002801,10
42101002124,11
42101001315,11
42101000715,11
42101005903,11
42101002322,11
42101005411,11
42101001904,11
42101005640,11
42101003316,11
42101003320,11
42101000721,11
42101005812,11
42101005835,11
42101005836,11
42101005519,11
42101005524,11
42101004922,11
42101003102,10
42101004520,11
42101002520,11
42101002315,11
42101005623,11
42101005406,11
42101005404,11
42101002314,11
42101000917,9
42101005641,11
42101003306,11
42101002202,11
42101004318,11
42101005516,11
42101006202,11
42101004101,11
42101004519,11
42101002215,11
42101003302,11
42101005313,11
42101006118,11
42101005523,11
42101005525,11
42101005403,11
42101005814,11
42101005510,11
42101004503,11
42101005842,11
42101002319,11
42101002512,10
42101000710,11
42101002104,11
42101001114,10
42101003713,10
42101003719,10
42101004320,11
42101004107,11
42101005504,11
42101002316,11
42101005807,11
42101002317,11
42101002219,11
42101000716,11
42101001119,10
42101006511,11
42101006219,11
42101004115,11
42101001216,11
42101005909,11
42101003308,11
42101004301,11
42101000915,11
42101006304,11
42101005631,11
42101005727,11
42101005709,11
42101001218,11
42101001221,11
42101001719,11
42101003304,11
42101002102,11
42101000905,9
42101000908,9
42101003812,10
42101002212,11
42101002226,11
42101001806,10
42101002224,9
42101004201,11
42101003109,10
42101004905,11
42101001702,9
42101002311,11
42101006109,11
42101002509,11
42101005822,11
42101005826,11
42101002115,11
42101005805,11
42101005319,11
42101001725,11
42101006608,11
42101005711,11
42101006322,11
42101005638,11
42101006635,11
42101003529,11
42101001107,10
42101002504,11
42101003111,10
42101005719,11
42101002309,11
42101004303,11
42101001022,9
42101002302,11
42101004312,10
42101001204,11
42101005410,11
42101005509,11
42101005501,11
42101005506,11
42101006644,11
42101002141,9
42101001004,9
42101003525,11
42101003517,11
42101004501,11
42101004117,11
42101004918,11
42101001224,11
42101000901,9
42101004920,11
42101004217,11
42101001210,11
42101005018,9
42101001021,9
42101004121,11
42101004125,11
42101006639,11
42101004122,11
42101002125,11
42101005012,9
42101005005,9
42101001001,9
42101001026,11
42101001811,10
42101006516,11
42101001305,11
42101004907,11
42101006218,11
42101005401,11
42101006617,11
42101006108,11
42101001203,11
42101002818,10
42101005907,11
42101006411,11
42101006206,11
42101005522,11
42101004119,11
42101004103,11
42101005308,11
42101000909,9
42101005615,11
42101005602,11
42101005422,11
42101004202,11
42101006623,11
42101005702,11
42101005910,11
42101005619,11
42101006315,11
42101005625,11
42101000705,11
42101002205,11
42101001916,10
42101004325,11
42101002313,11
42101005302,11
42101005310,11
42101006605,11
42101001015,9
42101005707,11
42101006407,11
42101006122,9
42101004885,11
42101002106,11
42101006629,11
42101005820,11
42101005306,11
42101001817,10
42101001028,9
42101005626,11
42101001111,10
42101003310,11
42101003112,10
42101004204,11
42101004319,11
42101005013,9
42101005813,11
42101006210,11
42101005320,11
42101001007,9
42101001717,11
42101001919,10
42101006324,11
42101005023,9
42101004112,11
42101005916,11
42101000902,9
42101005616,11
42101003511,11
42101001605,10
42101001116,10
42101006413,11
42101003305,11
42101006106,11
42101005613,11
42101003106,10
42101004216,11
42101001018,11
42101001201,11
42101005620,11
42101001105,10
42101001317,11
42101003504,11
42101003502,11
42101002211,11
42101003309,11
42101005009,9
42101005528,11
42101006306,11
42101005314,11
42101005802,11
42101006414,11
42101006523,11
42101001010,9
42101003527,11
42101003503,11
42101001005,9
42101002517,11
42101003105,10
42101002503,11
42101002303,11
42101000913,11
42101002134,9
42101005614,11
42101004307,11
42101004875,11
42101006309,11
42101002126,11
42101006126,11
42101004213,11
42101002304,11
42101005608,11
42101005309,11
42101003324,11
42101003816,10
42101003509,11
42101006410,11
42101001011,9
42101004116,11
42101006115,11
42101001213,11
42101004110,11
42101001726,11
42101006607,11
42101003524,11
42101005721,11
42101005720,11
42101001109,10
42101002110,11
42101006514,11
42101006403,11
42101006220,11
42101001711,11
42101005920,11
42101001025,9
42101006602,11
42101004916,11
42101003718,10
42101005902,11
42101005917,11
42101004321,11
42101005518,11
42101003313,11
42101003312,11
42101003307,11
42101005029,9
42101003526,11
42101004223,11
42101000904,9
42101003528,11
42101002203,11
42101002204,11
42101005628,11
42101005409,11
42101001729,11
42101002201,11
42101006620,11
42101006213,11
42101006226,11
42101001003,9
42101003721,10
42101006642,11
42101006604,11
42101006508,11
42101006507,11
42101005503,11
42101001308,11
42101001217,11
42101005924,11
42101005840,11
42101002140,11
42101001303,11
42101005408,11
42101005508,11
42101005420,11
42101005827,11
42101001716,11
42101001721,11
42101006301,11
42101002136,11
42101001914,10
42101005844,11
42101003818,10
42101003523,11
42101006113,11
42101004206,11
42101002817,10
42101003715,10
42101001708,11
42101002131,11
42101002138,9
42101006402,11
42101001103,10
42101004911,11
42101005413,11
42101002223,9
42101001728,11
42101005520,11
42101006614,11
42101002206,11
42101002216,11
42101001322,11
42101003716,10
42101005809,11
42101006632,11
42101005621,11
42101001106,10
42101002114,11
42101002143,9
42101005605,11
42101005312,11
42101001311,11
42101001813,10
42101002112,11
42101006521,11
42101005704,11
42101003506,11
42101005637,11
42101001307,11
42101002808,10
42101005415,11
42101006618,11
42101005706,11
42101004870,11
42101006418,11
42101004317,11
42101001715,11
42101006214,11
42101001917,10
42101002221,11
42101000713,11
42101005019,9
42101000702,11
42101003531,11
42101001206,11
42101002501,11
42101001316,11
42101005803,11
42101006645,11
42101000712,11
42101002318,11
42101006205,11
42101004203,11
42101000719,11
42101006225,11
42101004305,11
42101004304,11
42101006634,11
42101006224,11
42101006630,11
42101001219,11
42101003322,11
42101002515,11
42101005412,11
42101006636,11
42101006606,11
42101002116,11
42101003321,11
42101001907,10
42101005618,11
42101001304,11
42101002145,9
42101005919,11
42101006627,11
42101001019,9
42101000701,11
42101003508,11
42101001903,11
42101005908,11
42101005502,11
42101004102,11
42101006319,11
42101002130,9
42101001101,10
42101002521,11
42101004219,11
42101005513,11
42101001704,11
42101005806,11
42101002210,11
42101002214,11
42101006111,11
42101006101,11
42101005322,11
42101003501,11
42101003717,10
42101002320,11
42101006505,11
42101006308,11
42101005612,11
42101001718,11
42101006638,11
42101006114,11
42101001027,9
42101000703,11
42101004322,11
42101001208,11
42101005816,11
42101005318,11
42101001306,11
42101002229,11
42101001812,10
42101005636,11
42101005020,9
42101001323,11
42101005512,11
42101005622,11
42101002118,11
42101002308,11
42101002522,11
42101005606,11
42101005517,11
42101006127,11
42101006116,11
42101004509,11
42101003510,11
42101001915,10
42101006510,11
42101006643,11
42101006105,11
42101001314,11
42101005723,11
42101001009,9
42101006519,11
42101003319,11
42101006609,11
42101005311,11
42101001209,11
42101001312,11
42101006325,11
42101004306,11
42101002508,11
42101003104,10
42101005026,9
42101005912,11
42101000912,11
42101004220,11
42101003819,10
42101004323,11
42101003530,11
42101005316,11
42101002222,11
42101006506,11
42101001309,11
42101001113,10
42101004218,11
42101001707,11
42101005001,9
42101006518,11
42101003317,11
42101004105,11
42101005417,11
42101006624,11
42101005301,11
42101005022,9
42101004311,10
42101000720,11
42101005315,11
42101004111,11
42101006625,11
42101002506,11
42101004120,11
42101001211,11
42101002135,11
42101005630,11
42101005505,11
42101001724,11
42101002514,10
42101001013,9
42101003522,11
42101001023,9
42101006321,11
42101002142,9
42101005801,11
42101002208,11
42101005028,9
42101003813,11
42101006611,11
42101001908,10
42101002227,11
42101006412,11
42101004108,11
42101004921,11
42101005715,11
42101001612,10
42101000914,11
42101004205,11
42101005304,11
42101005815,11
42101005514,11
42101004908,11
42101004123,11
42101006513,11
42101005724,11
42101001913,10
42101006120,11
42101003519,11
42101002519,11
42101005834,11
42101006208,11
42101005716,11
42101002510,10
42101006221,11
42101001112,10
42101006124,11
42101005817,11
42101005632,11
42101006503,11
42101002507,10
42101002139,9
42101006128,11
42101002511,10
42101006406,11
42101005526,11
42101005906,11
42101001608,10
42101001705,11
42101005701,11
42101005003,9
42101006216,11
42101003521,11
42101003311,11
42101005838,11
42101004221,11
42101006613,11
42101001722,11
42101000722,11
42101005839,11
42101000723,11
42101001709,11
42101001008,9
42101005703,11
42101005905,11
42101005722,11
42101003807,10
42101002815,10
42101003303,11
42101004522,11
42101006637,11
42101002523,11
42101005414,11
42101004516,11
42101006408,11
42101002209,11
42101003518,11
42101002516,11
42101005014,9
42101004208,11
42101005725,11
42101006504,11
42101003513,11
42101003532,11
42101006628,11
42101001302,11
42101005629,11
42101005915,11
42101001918,10
42101002220,11
42101005901,11
42101001110,10
42101005305,11
42101000916,9
42101005015,9
42101003801,10
42101002502,11
42101005025,9
42101005027,9
42101002524,11
42101002218,11
42101001012,9
42101002213,11
42101005705,11
42101006307,11
42101001222,11
42101005708,11
42101004225,11
42101006317,11
42101005726,11
42101005416,11
42101003720,10
42101004324,11
42101006417,11
42101003315,11
42101006612,11
42101005921,11
42101006646,11
42101005307,11
42101004118,11
42101006619,11
42101006223,11
42101006616,11
42101004315,10
42101006119,11
42101006603,11
42101005833,11
42101005717,11
42101006520,11
42101005832,11
42101005323,11
42101002103,9
42017001900,1
42017001950,1
42017002570,1
42017001920,1
42017001890,1
42017002690,1
42017000330,1
42017000340,1
42017002165,1
42017002280,1
42017002050,1
42017000310,9
42017002270,1
42017000285,1
42017000130,9
42017002830,1
42017001420,1
42017000300,1
42017001500,1
42017001220,1
42017001490,1
42017000070,1
42017000680,9
42017001740,1
42017000370,9
42017001510,9
42017001230,1
42017002400,1
42017001190,1
42017002820,1
42017001300,1
42017001840,1
42017000110,9
42017002010,1
42017001610,1
42017002600,1
42017001270,1
42017001905,1
42017000990,9
42017001160,1
42017002080,1
42017000470,1
42017000545,1
42017001130,1
42017001860,1
42017000020,1
42017002465,1
42017002800,1
42017001030,9
42017000887,1
42017000817,1
42017002530,1
42017002310,1
42017000010,1
42017000220,9
42017000165,9
42017000960,1
42017002350,1
42017000840,1
42017001590,1
42017002440,1
42017002640,1
42017002760,1
42017001310,9
42017002290,1
42017001290,1
42017002580,1
42017002610,1
42017002630,1
42017002750,1
42017000730,9
42017000630,1
42017000610,1
42017002560,1
42017000765,1
42017002420,1
42017002173,1
42017002195,1
42017001050,9
42017001200,1
42017001652,1
42017001810,1
42017001825,1
42017001570,1
42017000880,1
42017002850,9
42017000645,1
42017002330,1
42017001700,1
42017001530,1
42017000360,1
42017000180,9
42017000820,1
42017002390,1
42017002235,1
42017002190,1
42017002030,1
42017000420,1
42017001910,1
42017001100,1
42017001170,1
42017001755,9
42017001440,1
42017001240,1
42017002410,1
42017002742,1
42017002120,1
42017001850,1
42017002360,1
42017002710,1
42017002827,1
42017002510,1
42017000240,1
42017000790,1
42017001720,1
42017002460,1
42017001930,1
42017002070,1
42017000890,1
42017000200,9
42017002230,1
42017001708,1
42017000655,1
42017001380,1
42017002780,1
42017001775,9
42017000980,1
42017001785,9
42017002590,1
42017000805,1
42017001730,1
42017001710,1
42017002670,1
42017002840,1
42017000940,1
42017002150,1
42017002198,1
42017001765,9
42017001960,1
42017000120,1
42017000720,9
42017000090,1
42017000885,1
42017001560,1
42017000390,1
42017002812,1
42017001330,9
42017002340,1
42017001680,1
42017000535,1
42017001790,1
42017002090,1
42017002783,1
42017002825,1
42017001280,1
42017001040,1
42017002130,1
42017001940,1
42017002520,1
42017001430,1
42017001320,9
42017002245,1
42017002370,1
42017001990,1
42017002450,1
42017000040,9
42017000445,1
42017002000,1
42017001187,1
42017001970,1
42017001470,1
42017002380,1
42017001180,1
42017002323,1
42017000250,1
42017000320,1
42017001210,1
42017001060,1
42017000930,1
42017002770,1
42017001640,1
42017002620,1
42017002500,1
42017000515,1
42017000435,9
42017001706,1
42017002805,1
42017001360,9
42017000280,1
42017002237,1
42017000710,9
42017001690,1
42017002060,1
42017000050,1
42017001580,1
42017000985,1
42017001450,9
42017000860,1
42017000832,1
42017000380,1
42017002327,1
42017000290,9
42017001800,1
42017002220,1
42017002550,1
42017001305,1
42017001260,1
42017001340,1
42017000030,1
42017000920,1
42017001000,1
42017000780,1
42017001480,1
42017001350,1
42017000850,1
42017001370,9
42017000620,1
42017001540,1
42017000670,9
42017002140,1
42017000210,1
42017000080,1
42017002650,1
42017000400,1
